d,h,od,dit,prd
16,16,PtAuteuil-StGermainLay,30.8,2
16,16,PtAuteuil-Versailles-Cht,31.8,2
16,16,PtChatillon-Versailles-Cht,35.5,2
16,16,StGermainLay-PontNeuilly,20.0,2
16,16,StGermainLay-PtAuteuil,38.0,2
16,16,Versailles-Cht-PtAuteuil,35.0,2
16,16,Versailles-Cht-PtChatillon,41.2,2
16,17,PontNeuilly-StGermainLay,22.2,2
16,17,PtAuteuil-StGermainLay,31.5,2
16,17,PtAuteuil-Versailles-Cht,30.8,2
16,17,PtChatillon-Versailles-Cht,35.0,2
16,17,StGermainLay-PontNeuilly,21.2,2
16,17,StGermainLay-PtAuteuil,40.0,2
16,17,Versailles-Cht-PtAuteuil,36.0,2
16,17,Versailles-Cht-PtChatillon,47.0,2
16,18,PontNeuilly-StGermainLay,23.5,2
16,18,PtAuteuil-StGermainLay,33.5,2
16,18,PtAuteuil-Versailles-Cht,31.5,2
16,18,PtChatillon-Versailles-Cht,35.0,2
16,18,StGermainLay-PontNeuilly,23.0,2
16,18,StGermainLay-PtAuteuil,40.8,2
16,18,Versailles-Cht-PtAuteuil,36.5,2
16,18,Versailles-Cht-PtChatillon,44.5,2
16,19,PontNeuilly-StGermainLay,21.5,2
16,19,PtAuteuil-StGermainLay,30.5,2
16,19,PtAuteuil-Versailles-Cht,30.0,2
16,19,PtChatillon-Versailles-Cht,35.2,2
16,19,StGermainLay-PontNeuilly,20.5,2
16,19,StGermainLay-PtAuteuil,37.5,2
16,19,Versailles-Cht-PtAuteuil,35.0,2
16,19,Versailles-Cht-PtChatillon,40.5,2
16,20,PontNeuilly-StGermainLay,20.8,-1
16,20,PtAuteuil-StGermainLay,29.5,-1
16,20,PtAuteuil-Versailles-Cht,28.2,-1
16,20,PtChatillon-Versailles-Cht,32.2,-1
16,20,StGermainLay-PontNeuilly,19.8,-1
16,20,StGermainLay-PtAuteuil,35.2,-1
16,20,Versailles-Cht-PtAuteuil,30.2,-1
16,20,Versailles-Cht-PtChatillon,35.0,-1
16,21,PontNeuilly-StGermainLay,20.0,-1
16,21,PtAuteuil-StGermainLay,26.5,-1
16,21,PtAuteuil-Versailles-Cht,27.0,-1
16,21,PtChatillon-Versailles-Cht,32.0,-1
16,21,StGermainLay-PontNeuilly,17.5,-1
16,21,StGermainLay-PtAuteuil,30.8,-1
16,21,Versailles-Cht-PtAuteuil,29.5,-1
16,21,Versailles-Cht-PtChatillon,35.5,-1
17,6,PontNeuilly-StGermainLay,19.8,0
17,6,PtAuteuil-StGermainLay,25.8,0
17,6,PtAuteuil-Versailles-Cht,27.0,0
17,6,PtChatillon-Versailles-Cht,29.8,0
17,6,StGermainLay-PontNeuilly,19.2,0
17,6,StGermainLay-PtAuteuil,35.0,0
17,6,Versailles-Cht-PtAuteuil,27.2,0
17,6,Versailles-Cht-PtChatillon,33.2,0
17,7,PontNeuilly-StGermainLay,24.5,0
17,7,PtAuteuil-StGermainLay,33.5,0
17,7,PtAuteuil-Versailles-Cht,32.8,0
17,7,PtChatillon-Versailles-Cht,39.0,0
17,7,StGermainLay-PontNeuilly,28.8,0
17,7,StGermainLay-PtAuteuil,50.2,0
17,7,Versailles-Cht-PtAuteuil,36.0,0
17,7,Versailles-Cht-PtChatillon,52.8,0
17,8,PontNeuilly-StGermainLay,32.2,0
17,8,PtAuteuil-StGermainLay,43.2,0
17,8,PtAuteuil-Versailles-Cht,37.0,0
17,8,PtChatillon-Versailles-Cht,43.8,0
17,8,StGermainLay-PontNeuilly,29.2,0
17,8,StGermainLay-PtAuteuil,51.8,0
17,8,Versailles-Cht-PtAuteuil,42.0,0
17,8,Versailles-Cht-PtChatillon,58.5,0
17,9,PontNeuilly-StGermainLay,28.8,0
17,9,PtAuteuil-StGermainLay,39.2,0
17,9,PtAuteuil-Versailles-Cht,34.0,0
17,9,PtChatillon-Versailles-Cht,41.5,0
17,9,StGermainLay-PontNeuilly,25.0,0
17,9,StGermainLay-PtAuteuil,44.5,0
17,9,Versailles-Cht-PtAuteuil,33.8,0
17,9,Versailles-Cht-PtChatillon,44.5,0
17,10,PontNeuilly-StGermainLay,21.8,1
17,10,PtAuteuil-StGermainLay,29.8,1
17,10,PtAuteuil-Versailles-Cht,30.2,1
17,10,PtChatillon-Versailles-Cht,36.8,1
17,10,StGermainLay-PontNeuilly,22.5,1
17,10,StGermainLay-PtAuteuil,37.0,1
17,10,Versailles-Cht-PtAuteuil,30.0,1
17,10,Versailles-Cht-PtChatillon,37.2,1
17,11,PontNeuilly-StGermainLay,22.2,1
17,11,PtAuteuil-StGermainLay,30.5,1
17,11,PtAuteuil-Versailles-Cht,30.8,1
17,11,PtChatillon-Versailles-Cht,35.2,1
17,11,StGermainLay-PontNeuilly,18.8,1
17,11,StGermainLay-PtAuteuil,35.0,1
17,11,Versailles-Cht-PtAuteuil,31.0,1
17,11,Versailles-Cht-PtChatillon,38.0,1
17,12,PontNeuilly-StGermainLay,22.0,1
17,12,PtAuteuil-StGermainLay,31.8,1
17,12,PtAuteuil-Versailles-Cht,30.8,1
17,12,PtChatillon-Versailles-Cht,35.8,1
17,12,StGermainLay-PontNeuilly,18.0,1
17,12,StGermainLay-PtAuteuil,32.5,1
17,12,Versailles-Cht-PtAuteuil,29.5,1
17,12,Versailles-Cht-PtChatillon,39.2,1
17,13,PontNeuilly-StGermainLay,21.5,1
17,13,PtAuteuil-StGermainLay,31.5,1
17,13,PtAuteuil-Versailles-Cht,32.0,1
17,13,PtChatillon-Versailles-Cht,35.8,1
17,13,StGermainLay-PontNeuilly,18.0,1
17,13,StGermainLay-PtAuteuil,32.0,1
17,13,Versailles-Cht-PtAuteuil,28.2,1
17,13,Versailles-Cht-PtChatillon,39.5,1
17,14,PontNeuilly-StGermainLay,22.0,1
17,14,PtAuteuil-StGermainLay,34.0,1
17,14,PtAuteuil-Versailles-Cht,31.8,1
17,14,PtChatillon-Versailles-Cht,36.0,1
17,14,StGermainLay-PontNeuilly,18.0,1
17,14,StGermainLay-PtAuteuil,32.5,1
17,14,Versailles-Cht-PtAuteuil,29.5,1
17,14,Versailles-Cht-PtChatillon,43.5,1
17,15,PontNeuilly-StGermainLay,22.8,1
17,15,PtAuteuil-StGermainLay,32.0,1
17,15,PtAuteuil-Versailles-Cht,34.0,1
17,15,PtChatillon-Versailles-Cht,36.5,1
17,15,StGermainLay-PontNeuilly,18.2,1
17,15,StGermainLay-PtAuteuil,32.0,1
17,15,Versailles-Cht-PtAuteuil,29.0,1
17,15,Versailles-Cht-PtChatillon,43.2,1
17,16,PontNeuilly-StGermainLay,27.2,2
17,16,PtAuteuil-StGermainLay,40.5,2
17,16,PtAuteuil-Versailles-Cht,38.2,2
17,16,PtChatillon-Versailles-Cht,41.0,2
17,16,StGermainLay-PontNeuilly,19.0,2
17,16,StGermainLay-PtAuteuil,33.0,2
17,16,Versailles-Cht-PtAuteuil,30.2,2
17,16,Versailles-Cht-PtChatillon,47.8,2
17,17,PontNeuilly-StGermainLay,33.8,2
17,17,PtAuteuil-StGermainLay,49.0,2
17,17,PtAuteuil-Versailles-Cht,41.5,2
17,17,PtChatillon-Versailles-Cht,49.0,2
17,17,StGermainLay-PontNeuilly,19.8,2
17,17,StGermainLay-PtAuteuil,36.5,2
17,17,Versailles-Cht-PtAuteuil,31.8,2
17,17,Versailles-Cht-PtChatillon,51.8,2
17,18,PontNeuilly-StGermainLay,34.5,2
17,18,PtAuteuil-StGermainLay,52.2,2
17,18,PtAuteuil-Versailles-Cht,43.0,2
17,18,PtChatillon-Versailles-Cht,45.8,2
17,18,StGermainLay-PontNeuilly,19.5,2
17,18,StGermainLay-PtAuteuil,35.2,2
17,18,Versailles-Cht-PtAuteuil,31.8,2
17,18,Versailles-Cht-PtChatillon,47.0,2
17,19,PontNeuilly-StGermainLay,31.8,2
17,19,PtAuteuil-StGermainLay,40.0,2
17,19,PtAuteuil-Versailles-Cht,35.8,2
17,19,PtChatillon-Versailles-Cht,38.5,2
17,19,StGermainLay-PontNeuilly,18.2,2
17,19,StGermainLay-PtAuteuil,32.0,2
17,19,Versailles-Cht-PtAuteuil,29.0,2
17,19,Versailles-Cht-PtChatillon,39.5,2
17,20,PontNeuilly-StGermainLay,20.2,-1
17,20,PtAuteuil-StGermainLay,26.8,-1
17,20,PtAuteuil-Versailles-Cht,29.2,-1
17,20,PtChatillon-Versailles-Cht,32.2,-1
17,20,StGermainLay-PontNeuilly,17.2,-1
17,20,StGermainLay-PtAuteuil,29.2,-1
17,20,Versailles-Cht-PtAuteuil,27.0,-1
17,20,Versailles-Cht-PtChatillon,32.5,-1
17,21,PontNeuilly-StGermainLay,20.8,-1
17,21,PtAuteuil-StGermainLay,27.0,-1
17,21,PtAuteuil-Versailles-Cht,26.2,-1
17,21,PtChatillon-Versailles-Cht,28.8,-1
17,21,StGermainLay-PontNeuilly,17.0,-1
17,21,StGermainLay-PtAuteuil,28.8,-1
17,21,Versailles-Cht-PtAuteuil,24.2,-1
17,21,Versailles-Cht-PtChatillon,29.8,-1
